;def;genes;proportion;significant_area;#_cases;#_controls;pvalue_proportion;pvalue_significant_area;fdr_sig_area;fdr_proportion
98;SNV;NFASC;0.3507;0.3468;55;416;0.000462372887585859;0.00273668301539377;0.0350729901210848;0.00751749116551159
133;SNV;PRKDC;0.3438;0.3468;51;420;0.000641002307507975;0.00273668301539377;0.0350729901210848;0.00813935810456741
356;SNV;VPS13A;0.3451;0.3468;40;431;0.000602924690478737;0.00273668301539377;0.0350729901210848;0.00812650380778636
718;SNV;TOP2B;0.3516;0.3468;32;439;0.000442957409814521;0.00273668301539377;0.0350729901210848;0.00730116006521865
786;SNV;SPTAN1;0.3475;0.3465;31;440;0.000538269535686664;0.00275909742384372;0.0350729901210848;0.00782237858725414
111;SNV;AKAP9;0.3429;0.3464;53;418;0.000668707455394406;0.00276660656601308;0.0350729901210848;0.008195952914834
1309;SNV;LIAS;0.3559;0.3463;26;445;0.000360542964073327;0.00277413461668078;0.0350729901210848;0.00721043416436816
11;SNV;ZFHX4;0.3479;0.3462;98;373;0.000528164208117485;0.00278168161927287;0.0350729901210848;0.00782237858725414
706;SNV;PRND;0.3363;0.3462;32;439;0.000910067508374139;0.00278168161927287;0.0350729901210848;0.00925558019154976
925;SNV;CCDC132;0.3438;0.3459;29;442;0.000641002307507975;0.00280443677418956;0.0350729901210848;0.00813935810456741
203;SNV;ZNF469;0.3412;0.3457;47;424;0.000724211892250321;0.00281970243723791;0.0350729901210848;0.00824128022238183
566;SNV;GRM5;0.3387;0.3455;34;437;0.000813945431379625;0.00283504495778149;0.0350729901210848;0.00872345103586235
21;SNV;NEB;0.35;0.3453;87;384;0.000478038391870825;0.00285046468858833;0.0350729901210848;0.00756630302365081
317;SNV;DNAH12;0.3443;0.3453;41;430;0.000626091053097646;0.00285046468858833;0.0350729901210848;0.00813935810456741
488;SNV;NLRC5;0.3471;0.3453;36;435;0.00054856091064756;0.00285046468858833;0.0350729901210848;0.00782237858725414
820;SNV;CACHD1;0.3416;0.3444;30;441;0.000710766907682848;0.00292081848543122;0.0350729901210848;0.00824128022238183
886;SNV;RGS12;0.3422;0.3434;30;441;0.000691048229593643;0.00300087130389851;0.0350729901210848;0.00821267534033657
16;SNV;FUT9;0.3477;0.3433;92;379;0.000533193817988116;0.0030089872067441;0.0350729901210848;0.00782237858725414
379;SNV;MYO15A;0.3476;0.3432;39;432;0.000535725888236902;0.00301712340629403;0.0350729901210848;0.00782237858725414
946;SNV;GGPS1;0.3429;0.3432;29;442;0.000668707455394406;0.00301712340629403;0.0350729901210848;0.008195952914834
168;SNV;DSEL;0.3413;0.3431;48;423;0.000720827916593301;0.00302527994880021;0.0350729901210848;0.00824128022238183
72;SNV;MDN1;0.3469;0.343;60;411;0.00055377738426587;0.00303345688060825;0.0350729901210848;0.00782237858725414
539;SNV;UBR5;0.343;0.343;35;436;0.000665573159750925;0.00303345688060825;0.0350729901210848;0.008195952914834
212;SNV;PTPRK;0.3443;0.3429;46;425;0.000626091053097646;0.00304165424815753;0.0350729901210848;0.00813935810456741
497;SNV;ZFYVE26;0.3422;0.3428;36;435;0.000691048229593643;0.00304987209798153;0.0350729901210848;0.00821267534033657
232;SNV;TRIM13;0.3426;0.3426;45;426;0.000678195715093569;0.00306636943105843;0.0350729901210848;0.00821267534033657
107;SNV;ROBO1;0.3392;0.3421;54;417;0.000795184957907914;0.00310797447906667;0.0350729901210848;0.00863860022454507
559;SNV;DYRK2;0.3426;0.3421;34;437;0.000678195715093569;0.00310797447906667;0.0350729901210848;0.00821267534033657
679;SNV;KMT2E;0.341;0.3421;32;439;0.000731025693366087;0.00310797447906667;0.0350729901210848;0.00824128022238183
342;SNV;MYH9;0.3547;0.3417;40;431;0.000381919823042465;0.00314163367932721;0.0350729901210848;0.00721043416436816
1236;SNV;AHDC1;0.3415;0.3417;26;445;0.00071410548911226;0.00314163367932721;0.0350729901210848;0.00824128022238183
1310;SNV;LRRCC1;0.3469;0.3416;26;445;0.00055377738426587;0.00315010098049546;0.0350729901210848;0.00782237858725414
626;SNV;MYLK;0.3275;0.3409;33;438;0.00136433357560186;0.00320996545941571;0.0350729901210848;0.0106560694303544
1264;SNV;CORIN;0.3297;0.3409;26;445;0.00123379844776125;0.00320996545941571;0.0350729901210848;0.0102744888158515
2098;SNV;VWA5B2;0.342;0.3409;22;449;0.000697561964053691;0.00320996545941571;0.0350729901210848;0.00821267534033657
520;SNV;LRRN3;0.3461;0.3408;35;436;0.000575124867827368;0.00321860287296119;0.0350729901210848;0.00794536667114109
1484;SNV;NHS;0.3323;0.3407;25;446;0.00109491321003814;0.00322726176798635;0.0350729901210848;0.00987487763015529
481;SNV;LRRN1;0.3333;0.3405;36;435;0.00104558964007612;0.00324464419714424;0.0350729901210848;0.00976155953039816
35;SNV;CCDC168;0.3436;0.3404;73;398;0.000647061941367284;0.00325336782885582;0.0350729901210848;0.00813935810456741
891;SNV;SETBP1;0.3415;0.3404;30;441;0.00071410548911226;0.00325336782885582;0.0350729901210848;0.00824128022238183
167;SNV;DCAF4L2;0.3444;0.34;48;423;0.000623149106724097;0.00328847961291842;0.0350729901210848;0.00813935810456741
504;SNV;CASZ1;0.3488;0.3397;35;436;0.000506090902118251;0.00331504294953553;0.0350729901210848;0.00777766782993174
256;SNV;SCN3A;0.3302;0.3395;44;427;0.00120584352737505;0.00333286186783378;0.0350729901210848;0.0101944068301957
647;SNV;ZBTB34;0.3463;0.3394;33;438;0.000569714918508469;0.00334180448433075;0.0350729901210848;0.00794536667114109
64;SNV;SYNE2;0.3462;0.339;62;409;0.000572413741479614;0.00337779716542448;0.0350729901210848;0.00794536667114109
169;SNV;FCGBP;0.3211;0.3388;48;423;0.00182334002305411;0.0033959275378611;0.0350729901210848;0.0110767654692386
6;SNV;MUC16;0.3441;0.3387;149;322;0.000632015076341737;0.00340502640846167;0.0350729901210848;0.00813935810456741
332;SNV;ACACB;0.3371;0.3387;40;431;0.00087687667861709;0.00340502640846167;0.0350729901210848;0.00911189244302107
981;SNV;PTCH1;0.3489;0.3385;29;442;0.000503693893522187;0.00342329177157547;0.0350729901210848;0.00777766782993174
184;SNV;BSN;0.3402;0.3384;47;424;0.000758901915814222;0.00343245836565138;0.0350729901210848;0.00847558681680369
74;SNV;DNAH10;0.3424;0.3376;59;412;0.000684592979944592;0.00350661176209286;0.0350729901210848;0.00821267534033657
122;SNV;RIMS1;0.3387;0.3375;52;419;0.000813945431379625;0.00351598428801316;0.0350729901210848;0.00872345103586235
1356;SNV;SYNRG;0.3449;0.3375;26;445;0.000608637732884418;0.00351598428801316;0.0350729901210848;0.00812650380778636
1815;SNV;MKL1;0.3366;0.3373;23;448;0.000897482139733603;0.00353479880946398;0.0350729901210848;0.00916659108531329
685;SNV;MYO10;0.3361;0.3371;32;439;0.000918551603537391;0.00355370630396066;0.0350729901210848;0.00926303093862601
234;SNV;ZAN;0.3417;0.3368;45;426;0.000707443328489527;0.00358224278440144;0.0350729901210848;0.00824128022238183
829;SNV;CHD3;0.3366;0.3367;30;441;0.000897482139733603;0.00359180188466623;0.0350729901210848;0.00916659108531329
178;SNV;SPRY3;0.3296;0.3366;48;423;0.00123946333572877;0.00360138454271009;0.0350729901210848;0.0102858242096936
84;SNV;SSPO;0.3392;0.3361;58;413;0.000795184957907914;0.00364965305089246;0.0350729901210848;0.00863860022454507
1567;SNV;ADGRL1;0.3307;0.3361;24;447;0.00117849519532475;0.00364965305089246;0.0350729901210848;0.0101782786953075
185;SNV;CACNA1A;0.3439;0.3356;47;424;0.000637992993215187;0.003698518466507;0.0350729901210848;0.00813935810456741
1420;SNV;DDX39B;0.3468;0.3355;25;446;0.000556403497838161;0.00370836376730542;0.0350729901210848;0.00782237858725414
860;SNV;MECOM;0.3472;0.3352;30;441;0.000545970447298107;0.00373804507520104;0.0350729901210848;0.00782237858725414
983;SNV;RAPGEF2;0.3446;0.3351;29;442;0.000617305056796042;0.00374798749354565;0.0350729901210848;0.00813935810456741
634;SNV;RBM15B;0.3297;0.3345;33;438;0.00123379844776125;0.00380815663069917;0.0350729901210848;0.0102744888158515
1439;SNV;FGD6;0.3276;0.3344;25;446;0.00135812414370792;0.00381827110244852;0.0350729901210848;0.0106560694303544
1061;SNV;JAK1;0.3486;0.334;28;443;0.000510917928577106;0.00385897752965125;0.0350729901210848;0.00777766782993174
2361;SNV;VPS33A;0.3432;0.334;21;450;0.000659346889162637;0.00385897752965125;0.0350729901210848;0.008195952914834
22;SNV;DST;0.3434;0.3337;86;385;0.000653176643120848;0.00388976987013534;0.0350729901210848;0.00817325747151218
263;SNV;CENPF;0.3398;0.3336;43;428;0.000773220147403087;0.00390008428455006;0.0350729901210848;0.00851611130089114
54;SNV;VPS13B;0.3357;0.3332;65;406;0.000935747903654606;0.00394159494105959;0.0350729901210848;0.00935747903654606
247;SNV;HUWE1;0.3361;0.3332;44;427;0.000918551603537391;0.00394159494105959;0.0350729901210848;0.00926303093862601
605;SNV;DDX60L;0.3301;0.3331;33;438;0.00121138558149605;0.00395203613631099;0.0350729901210848;0.0101944068301957
114;SNV;FRY;0.3326;0.3329;53;418;0.00107988687209333;0.00397299515968635;0.0350729901210848;0.00987487763015529
420;SNV;ZXDB;0.3374;0.3329;38;433;0.000864732076712524;0.00397299515968635;0.0350729901210848;0.00902493302769839
836;SNV;DDI1;0.3279;0.3326;30;441;0.00133965748686315;0.00400462612864297;0.0350729901210848;0.0106560694303544
101;SNV;COL11A1;0.333;0.3325;54;417;0.00106015871820956;0.00401522132856954;0.0350729901210848;0.00982085014155365
907;SNV;WNK2;0.3347;0.3324;30;441;0.000980099632506443;0.00402584239558514;0.0350729901210848;0.00940738201482087
1146;SNV;FAM208A;0.3366;0.3321;27;444;0.000897482139733603;0.0040578613731169;0.0350729901210848;0.00916659108531329
403;SNV;FLNA;0.3354;0.3317;38;433;0.000948847266953939;0.00410091897382145;0.0350729901210848;0.00940738201482087
529;SNV;PLCE1;0.3206;0.3316;35;436;0.00186481810886543;0.00411174905120047;0.0350729901210848;0.0110767654692386
2240;SNV;NEURL4;0.3379;0.3316;21;450;0.000844848906047773;0.00411174905120047;0.0350729901210848;0.00893446409492998
259;SNV;ANKRD11;0.3306;0.3313;43;428;0.0011839169361069;0.00414439784003963;0.0350729901210848;0.0101782786953075
659;SNV;ATXN1L;0.3341;0.3307;32;439;0.00100767048458661;0.00421041419796201;0.0350729901210848;0.00951910062514622
689;SNV;NACA;0.3472;0.3306;32;439;0.000545970447298107;0.00422151078697813;0.0350729901210848;0.00782237858725414
278;SNV;PTPRS;0.338;0.3304;43;428;0.000840925268229264;0.0042437849521933;0.0350729901210848;0.00893249507141308
600;SNV;CEP170;0.3315;0.3299;33;438;0.00113596856134273;0.00429994557534366;0.0350729901210848;0.0100183205225429
1041;SNV;CIITA;0.3422;0.3299;28;443;0.000691048229593643;0.00429994557534366;0.0350729901210848;0.00821267534033657
4;SNV;KRAS;0.3291;0.3297;198;273;0.00126816294756525;0.00432260116794204;0.0350729901210848;0.0103798268653457
2166;SNV;EGR2;0.3329;0.3289;21;450;0.00106505814182877;0.00441432902141059;0.0350729901210848;0.00982814269872877
23;SNV;FBXW7;0.3339;0.3284;86;385;0.00101702481028531;0.0044725670556339;0.0350729901210848;0.00953211488855642
141;SNV;DSCAML1;0.3352;0.3284;50;421;0.00095767765580474;0.0044725670556339;0.0350729901210848;0.00940738201482087
530;SNV;POLE;0.3368;0.328;35;436;0.00088918482291194;0.00451966672965388;0.0350729901210848;0.00916659108531329
848;SNV;GPR88;0.3314;0.3279;30;441;0.00114120292388704;0.0045315128947859;0.0350729901210848;0.0100274815738604
1069;SNV;KLHL34;0.3223;0.3279;28;443;0.0017273496494552;0.0045315128947859;0.0350729901210848;0.0109132503152281
1713;SNV;ZNF516;0.3308;0.3279;24;447;0.00117309721898977;0.0045315128947859;0.0350729901210848;0.0101782786953075
266;SNV;DCC;0.3312;0.3277;43;428;0.00115174099346386;0.00455529115858265;0.0350729901210848;0.0100830072321562
1215;SNV;TNRC18;0.332;0.3277;27;444;0.00111013964645756;0.00455529115858265;0.0350729901210848;0.00990012595161775
1058;SNV;HCN4;0.3261;0.3275;28;443;0.00145416519521938;0.0045791844189754;0.0350729901210848;0.0107575549745301
62;SNV;COL12A1;0.3264;0.3274;62;409;0.00143445238191909;0.00459117433030619;0.0350729901210848;0.0107289019886641
1246;SNV;BAHCC1;0.3339;0.3273;26;445;0.00101702481028531;0.0046031931799216;0.0350729901210848;0.00953211488855642
621;SNV;LENG8;0.3385;0.3268;33;438;0.000821567970992434;0.00466372372197098;0.0350729901210848;0.00876583683335678
229;SNV;LYST;0.3293;0.3267;45;426;0.00125660765378044;0.004675917534825;0.0350729901210848;0.0103798268653457
1112;SNV;TTC37;0.3254;0.3266;28;443;0.00150117281740983;0.00468814073161499;0.0350729901210848;0.010790817703672
174;SNV;MXRA5;0.3324;0.3265;48;423;0.00108988232115815;0.0047003933764956;0.0350729901210848;0.00987487763015529
1667;SNV;PLA2R1;0.3357;0.3265;24;447;0.000935747903654606;0.0047003933764956;0.0350729901210848;0.00935747903654606
590;SNV;TTC28;0.3257;0.3264;34;437;0.00148085170988301;0.00471267553374461;0.0350729901210848;0.0107575549745301
40;SNV;HMCN1;0.3257;0.3263;71;400;0.00148085170988301;0.00472498726776313;0.0350729901210848;0.0107575549745301
96;SNV;LAMA1;0.3376;0.3263;55;416;0.000856725512040503;0.00472498726776313;0.0350729901210848;0.00902014966421499
2255;SNV;OR6K2;0.327;0.3262;21;450;0.0013957898526352;0.00473732864307578;0.0350729901210848;0.0107289019886641
594;SNV;ABCA2;0.3197;0.3261;33;438;0.00194175359529371;0.00474969972433089;0.0350729901210848;0.0112600531332356
302;SNV;PLXNA4;0.3347;0.3259;42;429;0.000980099632506443;0.00477453126388156;0.0350729901210848;0.00940738201482087
261;SNV;BCL9L;0.3309;0.3258;43;428;0.00116772290858528;0.00478699185209411;0.0350729901210848;0.0101782786953075
995;SNV;TCERG1;0.3284;0.3258;29;442;0.00130941191613516;0.00478699185209411;0.0350729901210848;0.0105370184497072
1346;SNV;RERE;0.3348;0.3256;26;445;0.000975575360026159;0.0048120029911195;0.0350729901210848;0.00940738201482087
1361;SNV;TJP2;0.3389;0.3256;26;445;0.000806390807747514;0.0048120029911195;0.0350729901210848;0.00872069697066317
1998;SNV;KCNH3;0.3318;0.3256;22;449;0.00112040301309192;0.0048120029911195;0.0350729901210848;0.00991764148625811
862;SNV;MPRIP;0.3344;0.3255;30;441;0.000993793429541838;0.00482455367259685;0.0350729901210848;0.00946281393069719
553;SNV;CHD1;0.3331;0.3254;34;437;0.00105528088673654;0.00483713451603534;0.0350729901210848;0.00981370163151881
1095;SNV;PTPN14;0.3321;0.3254;28;443;0.0011050417795388;0.00483713451603534;0.0350729901210848;0.00990012595161775
26;SNV;RYR1;0.3347;0.3253;82;389;0.000980099632506443;0.00484974558708002;0.0350729901210848;0.00940738201482087
192;SNV;CREBBP;0.3355;0.3253;47;424;0.000944461398584313;0.00484974558708002;0.0350729901210848;0.00940526142756879
535;SNV;SCN4A;0.3286;0.3253;35;436;0.00129749741255393;0.00484974558708002;0.0350729901210848;0.0105119281898437
2292;SNV;RBM15;0.3306;0.3253;21;450;0.0011839169361069;0.00484974558708002;0.0350729901210848;0.0101782786953075
1580;SNV;C10orf90;0.3144;0.3251;24;447;0.00245978340774805;0.0048750586751958;0.0350729901210848;0.0121715990569728
250;SNV;LOXHD1;0.3277;0.3249;44;427;0.00135194172550342;0.0049004934646177;0.0350729901210848;0.0106560694303544
166;SNV;CMYA5;0.3205;0.3248;48;423;0.00187322089509714;0.0049132566627678;0.0350729901210848;0.0110767654692386
1969;SNV;EHMT2;0.3251;0.3248;22;449;0.00152176000054131;0.0049132566627678;0.0350729901210848;0.010809320094371
129;SNV;FNDC1;0.3253;0.3247;51;420;0.00150800548662194;0.00492605048503633;0.0350729901210848;0.010790817703672
688;SNV;MYOF;0.3197;0.3247;32;439;0.00194175359529371;0.00492605048503633;0.0350729901210848;0.0112600531332356
1682;SNV;SASH1;0.3263;0.3247;24;447;0.00144099478592518;0.00492605048503633;0.0350729901210848;0.0107289019886641
402;SNV;CUL9;0.3292;0.3246;38;433;0.00126237265639121;0.00493887499795081;0.0350729901210848;0.0103798268653457
1444;SNV;GPATCH8;0.3228;0.3246;25;446;0.00168879252464043;0.00493887499795081;0.0350729901210848;0.0109132503152281
171;SNV;FRAS1;0.342;0.3245;48;423;0.000697561964053691;0.00495173026816562;0.0350729901210848;0.00821267534033657
932;SNV;CEP295;0.3224;0.3245;29;442;0.00171957169547296;0.00495173026816562;0.0350729901210848;0.0109132503152281
1241;SNV;ARAP3;0.3345;0.3244;26;445;0.00098920858242505;0.0049646163624622;0.0350729901210848;0.00945683404798348
154;SNV;DNAH14;0.3279;0.3243;49;422;0.00133965748686315;0.00497753334774924;0.0350729901210848;0.0106560694303544
532;SNV;QKI;0.3303;0.3243;35;436;0.00120032573601386;0.00497753334774924;0.0350729901210848;0.0101944068301957
1808;SNV;LPIN2;0.3347;0.3242;23;448;0.000980099632506443;0.00499048129106287;0.0350729901210848;0.00940738201482087
316;SNV;DMXL2;0.3257;0.3241;41;430;0.00148085170988301;0.0050034602595669;0.0350729901210848;0.0107575549745301
1609;SNV;EIF4G3;0.3236;0.3241;24;447;0.00162880315802591;0.0050034602595669;0.0350729901210848;0.0109006248724322
508;SNV;CFH;0.321;0.3239;35;436;0.00183156467215684;0.00502951154144072;0.0350729901210848;0.0110767654692386
1335;SNV;PCSK5;0.3185;0.3238;26;445;0.00204904554465252;0.00504258398977816;0.0350729901210848;0.011493425161661
722;SNV;ZNF345;0.3303;0.3237;32;439;0.00120032573601386;0.00505568773324161;0.0350729901210848;0.0101944068301957
819;SNV;C11orf87;0.3259;0.3237;30;441;0.00146745052163235;0.00505568773324161;0.0350729901210848;0.0107575549745301
1197;SNV;PPP1R26;0.3277;0.3237;27;444;0.00135194172550342;0.00505568773324161;0.0350729901210848;0.0106560694303544
1248;SNV;BMP1;0.3289;0.3236;26;445;0.00127981981504282;0.00506882283963619;0.0350729901210848;0.0104394858633186
2091;SNV;TRIM71;0.3283;0.3236;22;449;0.00131540832106986;0.00506882283963619;0.0350729901210848;0.0105497512998556
471;SNV;DOCK9;0.3266;0.3234;36;435;0.00142145259250063;0.00509518741308313;0.0350729901210848;0.0107289019886641
480;SNV;KCNA6;0.332;0.3232;36;435;0.00111013964645756;0.00512167825513985;0.0350729901210848;0.00990012595161775
410;SNV;MYO16;0.3299;0.3229;38;433;0.00122254288167626;0.00516165246920009;0.0350729901210848;0.0102522017094956
12;SNV;SOX11;0.3146;0.3228;96;375;0.0024380522862558;0.00517504093552852;0.0350729901210848;0.0121681059073388
537;SNV;TACC2;0.3286;0.3226;35;436;0.00129749741255393;0.00520191387428392;0.0350729901210848;0.0105119281898437
1344;SNV;RALGAPB;0.3196;0.3224;26;445;0.00195048619128013;0.00522891528250897;0.0350729901210848;0.0112600531332356
341;SNV;KCNA4;0.3245;0.3223;40;431;0.00156374575049242;0.00524246433616592;0.0350729901210848;0.0108960709728189
15;SNV;CSMD1;0.3235;0.3221;92;379;0.0016361891157819;0.00526965949070497;0.0350729901210848;0.0109006248724322
409;SNV;MAP3K4;0.3225;0.3219;38;433;0.00171182714064356;0.005296984507263;0.0350729901210848;0.0109132503152281
941;SNV;EVC;0.3222;0.3219;29;442;0.00173516113798605;0.005296984507263;0.0350729901210848;0.0109132503152281
1393;SNV;ARHGEF17;0.3228;0.3218;25;446;0.00168879252464043;0.005310695888939;0.0350729901210848;0.0109132503152281
1514;SNV;SAFB2;0.3276;0.3218;25;446;0.00135812414370792;0.005310695888939;0.0350729901210848;0.0106560694303544
321;SNV;KIAA1217;0.3273;0.3216;41;430;0.00137683392629345;0.00533821675052313;0.0350729901210848;0.0107186745401998
1564;SNV;ACE;0.323;0.3216;24;447;0.00167360065001158;0.00533821675052313;0.0350729901210848;0.0109132503152281
1616;SNV;FAM193A;0.325;0.3216;24;447;0.00152868208866;0.00533821675052313;0.0350729901210848;0.010809320094371
